Date,SPY,IWM,GLD,TLT,IYR,XME,EEM
2016-11-01,211.01,117.05,122.73,131.01,74.95,25.43,36.84
2016-11-02,209.74,115.56,123.64,131.58,73.99,24.92,36.4
2016-11-03,208.78,115.0,124.3,130.57,73.56,25.54,36.3
2016-11-04,208.55,115.74,124.39,131.74,73.95,26.02,35.93
2016-11-07,213.15,118.57,122.15,130.62,75.16,26.49,37.23
2016-11-08,214.11,118.88,121.64,130.09,75.62,26.83,37.47
2016-11-09,216.38,122.54,121.56,124.57,74.22,28.9,36.26
2016-11-10,216.92,124.5,119.75,122.73,72.87,28.88,35.22
2016-11-11,216.42,127.36,117.1,122.04,73.26,28.86,34.55
2016-11-14,216.59,129.15,116.11,121.31,74.5,29.95,34.3
2016-11-15,218.28,129.55,117.12,121.91,74.23,30.26,34.99
2016-11-16,217.87,129.54,116.77,123.01,74.07,29.8,34.7
2016-11-17,218.99,130.3,116.17,121.2,73.46,29.57,34.75
2016-11-18,218.5,130.99,115.15,120.85,73.68,29.5,34.59
2016-11-21,220.15,131.6,115.58,121.15,73.69,30.09,34.93
2016-11-22,220.58,132.8,115.54,121.11,74.95,31.56,35.46
2016-11-23,220.7,133.63,113.25,120.64,74.54,31.67,35.08
2016-11-25,221.52,134.07,112.61,120.82,74.92,31.94,35.25
2016-11-28,220.48,132.33,113.8,121.71,75.18,31.69,35.39
2016-11-29,220.91,132.26,113.27,122.22,75.8,31.06,35.44
2016-11-30,220.38,131.61,111.75,120.24,74.85,31.1,35.5
2016-12-01,219.57,130.97,111.54,118.73,73.67,31.29,35.08
2016-12-02,219.68,130.9,112.14,119.6,74.45,32.06,35.12
2016-12-05,221.0,133.15,111.54,119.47,75.04,33.21,35.41
2016-12-06,221.7,134.59,111.43,119.38,75.52,33.18,35.6
2016-12-07,224.6,135.9,111.83,120.4,76.99,33.61,36.2
2016-12-08,225.15,138.04,111.57,118.98,77.38,33.73,36.36
2016-12-09,226.51,138.31,110.4,117.5,77.32,33.1,36.17
2016-12-12,226.25,136.85,110.82,117.72,77.8,32.6,35.93
2016-12-13,227.76,136.86,110.45,118.14,77.8,32.39,36.33
2016-12-14,225.88,135.15,108.83,116.82,76.36,32.09,35.25
2016-12-15,226.81,136.16,107.34,117.41,75.79,31.97,35.31
2016-12-16,225.04,135.91,108.05,117.14,76.8,31.31,35.15
2016-12-19,225.53,136.8,108.59,118.4,77.65,31.16,34.91
2016-12-20,226.4,137.96,107.79,117.81,77.79,31.76,35.03
2016-12-21,225.77,137.06,107.85,118.33,75.77,31.66,34.49
2016-12-22,225.38,135.32,107.59,117.81,75.63,31.07,34.08
2016-12-23,225.71,136.04,107.93,118.05,75.83,31.12,34.28
2016-12-27,226.27,136.65,108.56,117.67,75.92,31.44,34.43
2016-12-28,224.4,135.25,108.86,118.53,75.47,31.17,34.69
2016-12-29,224.35,135.37,110.29,118.95,76.22,31.36,35.26
2016-12-30,223.53,134.85,109.61,119.13,76.94,30.41,35.01
2017-01-03,225.24,135.52,110.47,119.64,77.25,31.09,35.43
2017-01-04,226.58,137.78,110.86,120.1,78.31,32.23,35.7
2017-01-05,226.4,136.19,112.58,121.98,78.58,32.66,36.09
2017-01-06,227.21,135.69,111.75,120.86,78.41,31.8,35.94
2017-01-09,226.46,134.8,112.67,121.83,77.89,31.37,35.91
2017-01-10,226.46,136.09,113.15,121.75,77.16,32.48,36.12
2017-01-11,227.1,136.33,113.5,122.16,76.83,32.58,36.55
2017-01-12,226.53,135.28,113.91,121.89,77.18,32.14,36.71
2017-01-13,227.05,136.26,114.21,121.31,77.1,32.42,36.68
2017-01-17,226.25,134.41,115.85,122.58,77.62,32.32,36.66
2017-01-18,226.75,134.85,114.87,121.01,77.75,33.0,36.46
2017-01-19,225.91,133.75,114.77,120.18,76.94,32.54,36.35
2017-01-20,226.74,134.44,115.05,119.94,77.43,32.79,36.42
2017-01-23,226.15,133.88,115.79,121.14,78.02,33.09,36.96
2017-01-24,227.6,135.93,115.27,120.31,78.2,34.12,37.19
2017-01-25,229.57,137.21,114.32,118.8,77.78,33.66,37.6
2017-01-26,229.33,136.66,113.26,119.2,77.7,33.32,37.44
2017-01-27,228.97,136.19,113.49,119.63,76.97,33.64,37.47
2017-01-30,227.55,134.29,113.97,119.27,76.44,33.27,37.27
2017-01-31,227.53,135.23,115.55,120.1,77.04,33.39,37.34
2017-02-01,227.62,135.15,115.2,119.1,76.13,33.13,37.36
2017-02-02,227.77,134.81,115.84,119.05,76.98,33.65,37.52
2017-02-03,229.34,136.87,116.13,119.0,77.5,33.56,37.75
2017-02-06,228.93,135.84,117.7,119.72,77.24,34.0,37.66
2017-02-07,228.94,135.24,117.46,120.6,77.13,33.69,37.47
2017-02-08,229.24,135.0,118.19,122.24,77.69,33.81,37.7
2017-02-09,230.6,136.9,117.29,120.83,77.93,34.16,37.87
2017-02-10,231.51,137.94,117.6,120.76,78.53,34.35,38.22
2017-02-13,232.77,138.3,116.8,120.38,78.79,34.85,38.34
2017-02-14,233.7,138.76,116.93,119.51,78.35,34.78,38.38
2017-02-15,234.92,139.59,117.45,118.96,78.28,34.6,38.69
2017-02-16,234.72,139.2,118.08,119.61,78.65,34.56,38.55
2017-02-17,235.09,139.11,117.68,120.32,78.78,34.23,38.39
2017-02-21,236.49,140.2,117.75,120.11,79.77,34.5,38.81
2017-02-22,236.28,139.58,117.91,120.31,79.57,33.91,38.93
2017-02-23,236.44,138.75,118.94,120.67,79.91,32.57,38.94
2017-02-24,236.74,138.65,119.7,122.01,80.31,32.33,38.48
2017-02-27,237.11,140.0,119.12,121.29,80.73,32.39,38.36
2017-02-28,236.47,137.84,119.23,121.74,80.41,32.36,37.99
2017-03-01,239.78,140.36,119.06,119.47,80.16,33.34,38.58
2017-03-02,238.27,138.75,117.58,119.04,79.83,31.73,37.9
2017-03-03,238.42,138.65,117.51,119.35,79.64,31.93,38.19
2017-03-06,237.71,137.7,116.72,118.78,79.27,31.34,38.21
2017-03-07,237.0,136.8,115.78,118.42,78.93,30.53,38.25
2017-03-08,236.56,135.9,115.06,117.78,77.72,30.27,37.89
2017-03-09,236.86,135.36,114.47,116.84,76.73,29.8,37.59
2017-03-10,237.69,135.96,114.72,117.25,76.54,29.92,38.01
2017-03-13,237.81,136.28,114.74,117.25,76.66,30.29,38.54
2017-03-14,236.9,135.63,114.12,117.25,76.59,29.89,38.32
2017-03-15,238.95,137.73,116.25,117.25,78.0,31.36,39.32
2017-03-16,238.48,137.91,116.73,117.25,77.87,31.13,39.56
2017-03-17,237.03,138.46,116.99,117.25,78.2,30.86,39.49
2017-03-20,236.77,137.75,117.56,117.25,78.17,30.93,39.98
2017-03-21,233.73,133.97,118.54,117.25,77.92,29.88,39.51
2017-03-22,234.28,134.0,118.83,117.25,77.96,30.18,39.7
2017-03-23,234.03,134.78,118.67,117.25,78.54,30.04,39.71
2017-03-24,233.86,134.49,118.86,117.25,77.74,29.63,39.81
2017-03-27,233.62,134.74,119.53,117.25,77.21,29.75,39.7
2017-03-28,235.32,135.79,119.04,117.25,77.55,30.11,39.81
2017-03-29,235.54,136.23,119.33,117.25,77.89,30.16,39.88
