Date,SPY,IWM,GLD,TLT,IYR,XME,EEM
2015-04-06,207.83,125.2,116.69,130.0,80.64,26.84,41.77
2015-04-07,207.28,124.4,116.11,131.09,79.33,26.89,41.56
2015-04-08,207.98,125.47,115.47,131.13,79.55,26.64,42.43
2015-04-09,208.9,125.02,114.67,129.43,78.15,26.78,42.85
2015-04-10,210.04,125.62,115.97,129.62,78.1,26.8,42.88
2015-04-13,209.09,125.7,115.14,129.8,77.88,26.57,42.63
2015-04-14,209.49,125.67,114.44,130.72,78.04,27.02,42.82
2015-04-15,210.43,126.55,115.43,130.61,77.58,27.96,43.12
2015-04-16,210.37,126.48,115.03,129.96,77.9,27.54,43.46
2015-04-17,207.95,124.43,115.6,131.45,77.49,27.24,42.7
2015-04-20,209.85,125.65,114.72,130.29,77.59,27.34,42.66
2015-04-21,209.6,125.52,115.38,129.7,77.65,27.16,42.91
2015-04-22,210.63,125.71,113.83,127.72,77.88,27.03,43.37
2015-04-23,211.16,126.28,114.66,128.27,78.02,27.61,43.69
2015-04-24,211.65,125.86,113.05,129.07,78.15,27.72,43.84
2015-04-27,210.77,124.47,115.33,129.07,77.94,27.92,44.02
2015-04-28,211.44,125.16,116.33,127.29,77.92,28.51,44.09
2015-04-29,210.57,123.8,115.51,125.73,76.39,28.14,43.54
2015-04-30,208.46,121.18,113.47,125.95,75.5,28.27,42.88
2015-05-01,210.72,121.97,113.08,124.0,75.9,28.52,43.14
2015-05-04,211.32,122.41,114.1,122.83,76.1,28.74,43.39
2015-05-05,208.9,120.85,114.42,122.66,74.43,28.72,42.92
2015-05-06,208.04,121.27,114.36,120.56,74.23,28.53,42.39
2015-05-07,208.87,121.73,113.42,122.18,75.21,28.41,42.33
2015-05-08,211.62,122.64,113.97,122.51,76.36,28.64,42.87
2015-05-11,210.6,122.71,113.53,119.53,75.25,28.9,42.46
2015-05-12,209.98,122.49,114.5,119.84,75.47,28.84,42.32
2015-05-13,210.02,122.48,116.55,118.88,74.84,28.99,42.4
2015-05-14,212.21,123.79,117.18,119.2,76.2,29.13,42.82
2015-05-15,212.44,123.65,117.53,121.59,76.83,29.04,43.15
2015-05-18,213.1,125.05,117.52,119.55,76.6,28.73,42.71
2015-05-19,213.03,124.88,115.89,118.49,76.5,27.9,42.78
2015-05-20,212.88,125.11,116.08,118.69,76.34,27.99,42.75
2015-05-21,213.5,124.97,115.69,120.35,75.99,27.84,42.6
2015-05-22,212.99,124.43,115.6,120.4,76.01,27.88,42.74
2015-05-26,210.7,123.24,113.91,122.46,75.55,27.17,42.06
2015-05-27,212.7,124.75,113.89,122.74,76.12,27.35,42.07
2015-05-28,212.46,124.64,114.02,122.44,76.07,27.33,41.52
2015-05-29,211.14,123.89,114.1,122.71,75.25,27.15,41.12
2015-06-01,211.57,124.28,114.0,121.13,75.98,26.92,40.96
2015-06-02,211.36,124.52,114.46,119.44,75.36,27.72,41.12
2015-06-03,211.92,125.76,113.64,117.52,74.45,27.67,40.91
2015-06-04,210.13,124.5,112.84,119.05,74.38,27.44,40.29
2015-06-05,209.77,125.4,112.24,117.6,73.48,27.22,40.11
2015-06-08,208.48,124.82,112.57,117.47,73.34,26.88,40.1
2015-06-09,208.45,124.44,112.82,116.54,72.8,26.73,39.86
2015-06-10,210.95,125.99,113.78,115.52,73.32,26.97,40.44
2015-06-11,211.63,126.31,113.26,117.95,73.9,26.75,40.24
2015-06-12,210.01,125.93,113.23,117.95,73.76,26.56,40.24
2015-06-15,209.11,125.53,113.73,118.14,73.38,26.21,39.79
2015-06-16,210.25,126.42,113.32,119.07,74.0,26.17,39.8
2015-06-17,210.59,126.23,113.85,118.15,74.46,26.27,40.04
2015-06-18,212.78,127.92,115.32,117.57,75.49,26.45,40.41
2015-06-19,210.81,127.86,115.12,119.08,75.0,26.01,40.06
2015-06-22,211.89,128.74,113.64,116.65,74.26,25.73,40.64
2015-06-23,212.04,129.01,112.89,115.95,73.9,26.12,41.04
2015-06-24,210.5,127.92,112.59,116.95,72.83,25.88,40.75
2015-06-25,209.86,127.85,112.44,116.54,72.14,25.5,40.31
2015-06-26,209.82,127.5,112.56,115.23,72.49,25.5,39.93
2015-06-29,205.42,124.28,113.07,118.28,71.33,25.07,39.04
2015-06-30,205.85,124.86,112.37,117.46,71.3,24.33,39.62
2015-07-01,207.5,125.23,111.98,115.62,72.39,23.97,39.59
2015-07-02,207.31,123.78,111.76,116.0,72.55,23.87,39.78
2015-07-06,206.72,123.74,112.06,118.15,72.88,23.47,38.67
2015-07-07,208.02,123.88,110.76,119.26,74.0,23.19,38.09
2015-07-08,204.53,121.99,111.09,120.29,73.61,22.44,36.78
2015-07-09,204.9,122.43,111.36,117.92,73.26,22.54,37.49
2015-07-10,207.48,124.13,111.49,116.05,73.77,22.54,38.44
2015-07-13,209.77,125.53,110.99,115.69,73.88,23.2,38.7
2015-07-14,210.68,126.23,110.74,116.07,74.08,23.05,38.77
2015-07-15,210.61,125.56,110.16,117.3,74.15,22.2,38.33
2015-07-16,212.3,126.31,109.76,118.11,74.68,22.03,38.81
2015-07-17,212.48,125.76,108.65,118.72,74.39,21.52,38.76
2015-07-20,212.59,125.08,105.7,118.22,74.52,20.62,38.51
2015-07-21,211.75,124.49,105.37,118.86,74.25,20.83,38.52
2015-07-22,211.37,124.95,104.8,119.6,74.46,20.66,37.97
2015-07-23,210.18,123.57,104.33,121.09,73.93,20.4,37.6
2015-07-24,208.0,121.58,105.35,121.39,73.95,20.0,37.06
2015-07-27,206.79,120.57,104.86,122.04,74.11,19.72,36.36
2015-07-28,209.33,121.6,105.02,121.15,74.25,20.6,36.73
2015-07-29,210.77,121.94,105.17,120.7,74.63,20.97,37.09
2015-07-30,210.82,122.29,104.27,121.63,74.35,20.53,36.72
2015-07-31,210.5,122.96,104.93,122.53,74.83,20.25,37.12
2015-08-03,209.79,122.35,104.1,123.55,75.2,19.81,36.5
2015-08-04,209.38,122.06,104.31,122.57,74.81,19.74,36.63
2015-08-05,210.07,122.34,103.93,121.65,74.49,19.72,36.64
2015-08-06,208.35,120.69,104.39,122.73,74.49,20.1,36.32
2015-08-07,207.95,119.88,104.65,124.34,74.75,19.22,36.3
2015-08-10,210.57,121.26,105.72,122.8,74.76,20.46,36.91
2015-08-11,208.67,120.22,106.26,124.75,75.26,19.94,36.1
2015-08-12,208.92,119.99,107.75,124.07,75.37,20.19,35.54
2015-08-13,208.66,119.59,106.86,123.67,75.52,19.69,35.48
2015-08-14,209.42,120.36,106.85,123.96,75.95,20.03,35.53
2015-08-17,210.59,121.63,107.13,124.52,76.52,20.39,35.14
2015-08-18,209.98,120.66,107.11,123.54,76.58,19.82,34.76
2015-08-19,208.32,119.41,108.55,124.76,76.16,19.71,34.33
2015-08-20,204.01,116.53,110.44,126.02,75.55,19.72,33.75
2015-08-21,197.63,115.01,111.13,126.39,74.03,19.33,32.76
2015-08-24,189.55,110.55,110.53,126.34,70.64,18.36,31.31
2015-08-25,187.23,109.65,109.16,124.33,68.83,17.99,31.74
2015-08-26,194.68,112.48,107.67,121.9,70.57,18.01,32.77
2015-08-27,199.16,114.49,107.73,122.0,71.99,19.72,34.22
2015-08-28,199.24,115.59,108.7,122.36,71.9,20.19,33.79
2015-08-31,197.54,115.18,108.82,121.42,70.5,20.5,33.8
2015-09-01,191.92,112.0,109.2,122.03,69.2,19.53,32.52
2015-09-02,195.36,113.94,108.62,120.98,69.88,19.68,33.05
2015-09-03,195.65,113.73,107.84,121.51,70.03,19.63,33.13
2015-09-04,192.56,112.92,107.49,122.68,68.69,19.3,32.14
2015-09-08,197.46,115.45,107.52,120.87,69.73,19.7,33.18
2015-09-09,194.79,114.12,106.13,121.45,68.88,19.31,32.99
2015-09-10,195.85,114.64,106.38,120.63,68.96,19.02,33.33
2015-09-11,196.81,115.18,106.16,121.39,70.09,18.83,33.46
2015-09-14,196.01,114.65,106.22,121.58,70.05,18.32,33.41
2015-09-15,198.46,115.94,105.9,119.25,70.64,18.51,33.73
2015-09-16,200.18,116.94,107.31,118.8,71.55,19.08,34.55
2015-09-17,199.73,117.38,108.41,120.25,72.25,19.02,34.47
2015-09-18,195.36,115.72,109.21,122.1,72.0,18.41,33.83
2015-09-21,196.46,115.51,108.53,120.11,72.64,18.1,33.77
2015-09-22,193.9,113.76,107.79,121.78,71.68,17.29,33.14
2015-09-23,193.6,113.42,108.22,121.77,72.01,16.77,32.61
2015-09-24,192.93,113.21,110.49,122.6,71.39,17.42,32.47
2015-09-25,192.86,111.43,109.81,121.54,71.03,16.93,32.41
2015-09-28,188.01,108.3,108.42,123.62,69.76,16.43,31.71
2015-09-29,188.12,107.56,107.98,123.97,70.25,16.47,31.86
2015-09-30,191.63,109.2,106.86,123.54,70.95,16.72,32.78
2015-10-01,192.16,109.0,106.73,123.81,71.28,16.57,32.96
2015-10-02,195.0,110.61,108.99,124.56,71.9,17.33,33.84
2015-10-05,198.47,113.27,108.77,122.87,73.19,18.28,34.57
2015-10-06,197.81,112.49,109.86,123.4,73.01,19.04,34.51
2015-10-07,199.41,114.48,109.7,122.99,73.72,19.2,35.43
2015-10-08,201.21,115.51,109.14,121.96,74.33,19.6,35.81
2015-10-09,201.33,115.74,110.87,122.28,74.25,19.77,35.94
2015-10-12,201.52,115.57,111.31,123.21,74.65,19.09,35.67
2015-10-13,200.25,113.99,111.86,123.42,74.1,19.02,35.09
2015-10-14,199.29,112.87,113.81,124.5,73.62,19.2,35.36
2015-10-15,202.29,115.57,113.31,123.89,74.46,19.56,36.22
2015-10-16,203.27,115.42,112.49,123.93,75.06,19.05,36.25
2015-10-19,203.32,115.61,112.02,123.59,75.95,18.41,35.88
2015-10-20,203.11,115.48,112.73,122.83,76.04,18.29,35.87
2015-10-21,201.85,113.74,111.73,124.05,75.77,17.77,35.35
2015-10-22,205.26,114.72,111.69,124.26,76.6,18.28,36.08
2015-10-23,207.51,115.85,111.5,123.2,75.9,18.53,36.29
2015-10-26,206.99,115.06,111.43,124.02,75.83,17.75,35.96
2015-10-27,206.57,113.8,111.68,124.33,75.7,17.31,35.55
2015-10-28,208.94,117.12,110.78,123.83,75.99,17.54,35.14
2015-10-29,208.83,115.87,109.72,121.86,75.91,17.23,34.81
2015-10-30,207.93,115.39,109.3,122.74,75.36,17.22,34.87
2015-11-02,210.33,117.74,108.59,121.95,77.03,17.84,35.56
2015-11-03,211.0,118.35,106.98,120.95,76.27,18.0,36.03
2015-11-04,210.36,118.29,105.97,121.09,75.94,17.72,35.74
2015-11-05,210.15,118.38,105.64,120.77,76.16,17.2,35.8
2015-11-06,210.04,119.22,104.1,119.0,73.98,17.04,35.3
2015-11-09,208.08,117.82,104.4,118.33,72.98,16.89,34.42
2015-11-10,208.56,118.17,104.18,118.68,73.65,16.72,34.27
2015-11-11,207.67,117.14,103.83,118.43,73.78,16.45,34.34
2015-11-12,204.84,114.9,103.85,119.0,73.21,15.95,34.01
2015-11-13,202.54,114.07,103.56,119.68,72.44,15.98,33.54
2015-11-16,205.62,115.05,103.71,119.57,73.29,16.17,34.19
2015-11-17,205.47,114.61,102.34,119.77,73.33,15.64,34.09
2015-11-18,208.73,116.55,102.43,120.02,74.11,16.22,34.46
2015-11-19,208.55,116.06,103.56,120.82,74.32,16.17,34.77
2015-11-20,209.31,116.81,103.09,120.45,75.08,15.72,35.12
2015-11-23,209.07,117.39,102.26,120.82,75.21,15.6,34.79
2015-11-24,209.35,118.25,102.94,120.81,74.84,16.04,34.97
2015-11-25,209.32,119.17,102.46,121.09,75.09,16.07,34.7
2015-11-27,209.56,119.62,101.25,120.97,75.69,15.94,33.94
2015-11-30,208.69,119.1,101.92,121.45,75.21,16.08,33.99
2015-12-01,210.68,119.89,102.28,122.83,76.14,16.37,34.25
2015-12-02,208.53,118.6,100.69,122.87,74.7,16.04,33.84
2015-12-03,205.61,116.6,101.76,119.53,73.6,15.95,33.65
2015-12-04,209.62,117.78,104.02,120.58,74.83,16.16,33.88
2015-12-07,208.35,116.01,102.67,121.75,74.63,15.46,33.32
2015-12-08,206.95,115.37,102.84,121.81,74.45,15.18,32.95
2015-12-09,205.34,114.08,102.64,121.68,73.99,15.37,32.68
2015-12-10,205.87,114.46,102.55,121.84,73.57,15.79,32.46
2015-12-11,201.88,111.91,103.11,123.76,73.23,15.25,31.55
2015-12-14,202.9,111.11,101.79,122.16,73.46,14.82,32.06
2015-12-15,205.03,112.71,101.52,121.44,74.27,14.69,32.55
2015-12-16,208.03,114.43,102.75,121.18,75.73,14.86,33.19
2015-12-17,204.86,113.21,100.5,122.55,75.36,14.45,32.76
2015-12-18,200.02,111.48,102.04,123.23,74.4,14.44,32.65
2015-12-21,201.67,112.32,103.15,123.2,74.78,14.61,32.4
2015-12-22,203.5,113.35,102.61,122.31,75.09,15.17,32.66
2015-12-23,206.02,114.78,102.31,121.39,75.94,15.55,33.12
2015-12-24,205.68,114.5,103.05,121.83,75.0,15.71,33.0
2015-12-28,205.21,113.97,102.27,122.19,75.22,15.18,32.77
2015-12-29,207.4,115.2,102.2,120.16,75.99,15.33,32.8
2015-12-30,205.93,114.04,101.42,120.04,75.65,15.09,32.29
2015-12-31,203.87,112.62,101.46,120.58,75.08,14.95,32.19
2016-01-04,201.02,110.01,102.89,121.45,74.35,14.98,31.31
2016-01-05,201.36,110.25,103.18,120.96,75.57,15.02,31.38
2016-01-06,198.82,108.57,104.67,122.59,75.32,14.75,30.78
2016-01-07,194.05,105.67,106.15,122.81,73.64,14.22,29.83
2016-01-08,191.92,103.85,105.68,123.36,72.77,13.84,29.51
2016-01-11,192.11,103.4,104.74,122.01,73.06,13.02,29.5
2016-01-12,193.66,103.71,104.21,123.77,72.55,12.73,29.56
2016-01-13,188.83,100.38,104.72,124.99,71.45,12.47,29.25
2016-01-14,191.93,101.77,103.02,123.82,71.35,12.6,29.63
2016-01-15,187.81,100.12,104.08,125.75,70.54,12.22,28.46
2016-01-19,188.06,98.77,103.98,125.36,70.75,11.97,28.88
2016-01-20,185.65,99.18,105.37,126.68,68.87,12.1,28.25
2016-01-21,186.69,98.95,105.49,125.82,69.33,12.37,28.36
2016-01-22,190.52,101.37,105.0,125.34,71.25,12.33,29.33
2016-01-25,187.64,99.12,106.08,126.02,70.55,12.21,28.82
2016-01-26,190.2,101.1,107.29,126.08,72.06,12.87,29.25
2016-01-27,188.13,99.71,107.69,126.05,70.94,12.79,29.15
2016-01-28,189.11,99.69,106.54,126.23,70.47,12.95,29.61
2016-01-29,193.72,102.96,106.95,127.3,72.0,13.91,30.57
2016-02-01,193.65,102.49,108.05,126.67,72.01,13.79,30.28
2016-02-02,190.16,100.28,108.09,126.67,71.25,13.43,29.3
2016-02-03,191.3,100.41,109.25,126.67,71.6,14.26,30.13
2016-02-04,191.6,100.8,110.57,126.67,71.68,15.03,30.36
2016-02-05,187.95,98.04,112.32,126.67,70.07,15.01,30.01
2016-02-08,185.42,96.43,113.83,126.67,68.01,14.76,29.6
2016-02-09,185.43,95.78,113.58,126.67,66.91,14.3,29.19
2016-02-10,185.27,95.83,114.46,126.67,67.26,14.25,29.31
2016-02-11,182.86,94.79,119.06,126.67,66.27,14.32,28.82
2016-02-12,186.63,96.59,118.36,126.67,67.13,15.25,29.32
2016-02-16,189.78,98.88,114.77,126.67,68.42,15.35,29.97
2016-02-17,192.88,100.43,115.48,126.67,69.04,15.96,30.56
2016-02-18,192.09,99.95,118.29,126.67,69.7,15.88,30.38
2016-02-19,192.0,100.45,117.58,126.67,69.85,15.49,30.24
2016-02-22,194.78,101.57,115.49,126.67,70.66,16.16,30.99
2016-02-23,192.32,100.64,117.22,126.67,70.49,15.68,30.33
2016-02-24,193.2,101.61,117.61,126.67,70.52,15.77,30.26
2016-02-25,195.54,102.54,117.92,126.67,71.8,15.83,30.36
2016-02-26,195.09,103.19,117.11,126.67,71.58,16.0,30.06
2016-02-29,193.35,102.73,118.64,126.67,71.46,16.69,30.32
2016-03-01,198.11,104.94,117.77,126.67,73.32,16.99,31.4
2016-03-02,199.0,106.02,118.68,126.67,73.88,18.31,31.82
2016-03-03,199.78,107.13,120.73,126.67,74.25,18.76,32.18
2016-03-04,200.43,107.72,120.54,126.67,74.45,18.96,32.82
2016-03-07,200.59,108.89,121.14,126.67,74.59,20.13,32.77
2016-03-08,198.4,106.26,120.58,126.67,73.82,18.62,32.21
2016-03-09,199.38,106.8,119.58,126.67,74.12,18.86,32.41
2016-03-10,199.54,105.93,121.5,126.67,73.93,19.48,32.46
2016-03-11,202.76,108.2,119.41,126.67,75.68,19.52,33.14
2016-03-14,202.5,107.92,117.87,126.67,75.58,19.63,32.94
2016-03-15,202.17,106.24,117.96,126.67,75.56,19.08,32.47
2016-03-16,203.34,106.99,120.59,126.67,76.52,20.09,33.12
2016-03-17,204.63,108.63,120.13,126.67,77.59,20.73,33.85
2016-03-18,204.38,109.61,119.8,126.67,77.29,20.91,34.03
2016-03-21,204.67,109.35,118.96,126.67,76.79,20.89,34.1
2016-03-22,204.56,109.22,119.31,126.67,76.81,20.91,34.02
2016-03-23,203.21,106.88,116.61,126.67,75.37,19.62,33.44
2016-03-24,203.12,107.2,116.33,126.67,75.43,20.13,33.36
2016-03-28,203.24,107.33,116.6,126.67,76.01,20.14,33.47
2016-03-29,205.12,110.31,118.76,126.67,77.52,20.65,33.93
2016-03-30,206.02,110.32,117.1,126.67,77.4,20.78,34.28
2016-03-31,205.52,110.63,117.64,126.67,77.86,20.46,34.25
2016-04-01,206.92,111.12,116.93,126.67,77.91,20.58,34.15
2016-04-04,206.25,110.19,116.15,126.67,77.8,20.03,33.74
2016-04-05,204.19,108.94,117.66,126.67,77.36,20.15,33.08
2016-04-06,206.42,110.17,116.94,126.67,77.55,20.22,33.48
2016-04-07,203.95,108.68,118.61,126.67,77.13,19.89,32.81
2016-04-08,204.5,109.11,118.43,126.67,77.57,20.57,33.38
2016-04-11,204.02,108.77,120.03,126.67,77.47,21.41,33.81
2016-04-12,205.92,109.94,120.05,126.67,78.0,21.83,34.33
2016-04-13,208.0,112.31,118.77,126.67,77.82,22.26,34.94
2016-04-14,208.01,112.17,117.11,126.67,77.32,22.19,34.77
2016-04-15,207.78,112.45,117.92,126.67,77.83,22.46,34.57
2016-04-18,209.24,113.3,117.74,126.67,78.16,22.79,34.73
2016-04-19,209.9,113.39,119.58,126.67,78.24,23.79,35.26
2016-04-20,210.1,113.56,118.97,126.67,77.14,23.43,35.1
2016-04-21,208.97,112.99,119.43,126.67,75.83,23.33,34.75
2016-04-22,208.97,114.11,117.89,126.67,76.64,23.17,34.54
2016-04-25,208.61,113.3,118.23,126.67,77.12,22.56,34.32
2016-04-26,208.92,114.41,118.7,126.67,77.4,23.02,34.69
2016-04-27,209.35,114.81,119.04,126.67,77.38,23.82,34.9
2016-04-28,207.45,113.5,121.29,126.67,77.2,24.24,34.54
2016-04-29,206.33,112.48,123.65,126.67,76.56,24.62,34.39
2016-05-02,207.97,113.48,123.24,126.67,77.58,24.62,34.3
2016-05-03,206.16,111.62,122.96,126.67,77.41,23.38,33.33
2016-05-04,205.01,110.7,122.21,126.67,78.45,22.84,32.79
2016-05-05,204.97,110.26,122.07,126.67,78.75,22.54,32.78
2016-05-06,205.72,110.91,123.18,126.67,79.52,22.76,32.83
2016-05-09,205.89,111.23,120.65,126.67,80.16,20.98,32.41
2016-05-10,208.45,112.35,120.98,126.67,80.31,21.67,33.03
2016-05-11,206.5,110.96,122.12,126.67,78.88,21.92,32.95
2016-05-12,206.56,110.37,121.16,126.67,79.27,21.41,32.86
2016-05-13,204.76,109.64,121.71,126.67,78.63,21.42,32.27
2016-05-16,206.78,111.03,121.8,126.67,79.25,21.63,32.66
2016-05-17,204.85,109.27,122.22,126.67,78.05,21.83,32.51
2016-05-18,204.91,109.84,120.1,126.67,76.96,20.5,32.19
2016-05-19,204.2,108.96,119.87,126.67,76.13,20.74,31.89
2016-05-20,205.49,110.79,119.71,126.67,76.74,20.78,32.21
2016-05-23,205.21,110.66,119.37,126.67,76.81,21.16,32.15
2016-05-24,207.87,112.94,117.3,126.67,77.73,20.8,32.48
2016-05-25,209.28,113.6,116.98,126.67,77.85,21.68,32.87
2016-05-26,209.34,113.47,116.58,126.67,77.9,21.77,33.09
2016-05-27,210.24,114.6,115.62,126.67,78.24,21.29,33.08
2016-05-31,209.84,115.0,116.06,126.67,78.25,22.03,33.12
2016-06-01,210.27,115.78,115.94,126.67,78.3,21.98,33.1
2016-06-02,210.91,116.67,115.67,126.67,78.72,22.08,33.37
2016-06-03,210.28,115.97,118.88,126.67,78.96,23.15,33.88
2016-06-06,211.35,117.22,118.92,126.67,78.47,23.61,34.24
2016-06-07,211.68,117.56,118.82,126.67,78.95,23.47,34.55
2016-06-08,212.37,118.43,120.58,126.67,79.37,24.43,34.8
2016-06-09,212.08,117.67,121.25,126.67,79.49,23.87,34.4
2016-06-10,210.07,116.07,121.74,126.67,79.1,23.47,33.53
2016-06-13,208.45,114.81,122.64,126.67,79.04,23.47,33.06
2016-06-14,208.04,114.48,122.77,126.67,78.61,22.84,32.95
2016-06-15,207.75,114.56,123.68,126.67,79.33,23.71,33.3
2016-06-16,208.37,114.55,122.38,126.67,79.73,23.44,33.18
2016-06-17,206.52,114.06,123.95,126.67,79.61,23.69,33.27
2016-06-20,207.85,115.3,123.21,126.67,79.76,24.25,33.86
2016-06-21,208.44,115.08,120.84,126.67,79.37,23.85,34.12
2016-06-22,208.1,114.63,120.9,126.67,79.33,23.69,33.94
2016-06-23,210.81,116.82,120.11,126.67,79.86,24.18,34.76
2016-06-24,203.13,112.55,126.01,126.67,78.83,22.96,32.64
2016-06-27,199.6,108.69,126.68,126.67,78.74,22.29,32.23
2016-06-28,203.2,110.37,125.32,126.67,80.45,22.78,33.18
2016-06-29,206.66,112.88,125.84,126.67,81.48,23.3,34.02
2016-06-30,209.48,114.98,126.47,126.67,82.39,24.41,34.36
2016-07-01,209.92,115.39,128.41,126.67,82.33,25.0,34.69
2016-07-05,208.41,113.69,129.47,126.67,82.96,24.54,33.95
2016-07-06,209.66,113.89,130.23,126.67,82.66,25.19,33.86
2016-07-07,209.53,114.13,129.74,126.67,81.93,25.11,33.77
2016-07-08,212.65,116.79,130.52,126.67,83.14,26.17,34.5
2016-07-11,213.4,118.14,129.29,126.67,83.74,26.73,34.83
2016-07-12,214.95,119.72,127.15,126.67,83.84,27.34,35.32
2016-07-13,214.92,119.25,128.32,141.65,84.19,27.59,35.26
2016-07-14,216.12,119.37,127.33,139.59,83.57,27.88,35.77
2016-07-15,215.83,119.7,126.84,138.39,83.64,28.04,35.69
2016-07-18,216.41,119.9,127.04,138.26,83.85,28.06,36.0
2016-07-19,216.19,119.3,127.21,139.04,84.23,27.13,35.64
2016-07-20,217.08,120.08,125.39,138.28,84.21,26.61,35.82
2016-07-21,216.26,119.51,127.3,138.56,84.33,26.84,35.7
2016-07-22,217.24,120.4,126.35,138.8,85.03,27.01,35.97
2016-07-25,216.65,120.22,125.47,138.7,84.95,26.55,35.61
2016-07-26,216.75,120.8,126.0,138.92,84.56,28.01,35.89
2016-07-27,216.52,121.14,128.03,140.65,83.96,28.48,36.01
2016-07-28,216.77,120.83,127.66,140.39,84.58,28.79,36.02
2016-07-29,217.12,121.07,128.98,141.56,85.4,29.02,36.2
2016-08-01,216.94,121.17,129.22,139.77,85.7,28.81,36.14
2016-08-02,215.55,119.48,130.27,138.33,84.4,28.53,35.88
2016-08-03,216.18,120.45,129.65,138.41,84.04,28.77,36.0
2016-08-04,216.41,120.56,129.87,139.45,83.84,28.7,36.2
2016-08-05,218.18,122.3,127.55,138.0,83.95,28.79,36.62
2016-08-08,218.05,122.24,127.44,138.26,84.03,28.82,36.88
2016-08-09,218.18,122.37,127.96,139.62,84.34,28.34,37.13
2016-08-10,217.64,121.49,128.56,140.16,84.23,28.12,37.14
2016-08-11,218.65,122.07,127.67,138.91,83.43,28.05,37.62
2016-08-12,218.46,122.19,127.4,140.08,83.66,27.34,37.48
2016-08-15,219.09,123.4,127.84,138.76,83.6,28.1,37.87
2016-08-16,217.96,122.4,128.47,138.39,82.62,27.79,37.7
2016-08-17,218.37,122.04,128.5,139.22,82.86,27.57,37.46
2016-08-18,218.86,122.94,129.11,139.44,82.62,27.91,37.81
2016-08-19,218.54,122.94,127.97,138.71,82.02,27.08,37.6
2016-08-22,218.53,123.22,127.78,139.88,82.44,27.22,37.1
2016-08-23,218.97,124.08,127.76,140.03,82.62,27.2,36.95
2016-08-24,217.85,123.07,126.34,139.7,82.22,25.84,37.05
2016-08-25,217.7,123.31,126.23,139.17,82.52,26.23,37.08
2016-08-26,217.29,123.06,126.05,138.36,81.75,26.09,36.76
2016-08-29,218.36,123.7,126.3,140.21,82.52,26.66,37.04
2016-08-30,218.0,123.93,125.03,139.67,82.38,25.81,36.94
2016-08-31,217.38,123.23,124.78,139.87,82.54,25.68,36.53
2016-09-01,217.39,123.32,125.29,139.77,82.4,25.97,36.81
2016-09-02,218.37,124.51,126.57,138.63,83.06,26.1,37.41
2016-09-06,219.03,124.63,128.71,139.64,83.65,27.1,38.21
2016-09-07,219.01,125.41,128.27,139.54,84.13,26.96,38.09
2016-09-08,218.51,125.16,127.59,137.79,83.17,26.66,37.99
2016-09-09,213.28,121.25,126.75,135.52,79.86,25.14,36.71
2016-09-12,216.34,122.94,126.59,135.59,80.83,25.6,36.96
2016-09-13,213.23,120.58,125.75,134.05,78.86,24.37,36.03
2016-09-14,213.15,120.6,126.18,134.25,79.1,24.28,36.14
2016-09-15,215.28,122.04,125.37,133.67,79.46,24.59,36.76
2016-09-16,213.37,121.86,125.06,134.75,79.38,24.48,36.51
2016-09-19,213.41,122.67,125.32,134.31,80.13,24.95,36.8
2016-09-20,213.42,122.15,125.44,134.78,80.0,25.03,36.82
2016-09-21,215.82,123.92,127.27,135.87,80.92,26.3,37.85
2016-09-22,217.18,125.7,127.57,136.95,82.49,26.5,38.12
2016-09-23,215.99,124.81,127.65,136.82,82.7,26.28,37.63
2016-09-26,214.24,123.23,127.55,137.69,82.1,26.15,37.08
2016-09-27,215.57,123.73,126.62,138.7,81.46,25.95,37.61
2016-09-28,216.64,124.68,126.22,138.4,81.91,26.9,37.95
2016-09-29,214.68,122.86,126.07,138.75,81.03,26.47,37.29
2016-09-30,216.3,124.21,125.64,137.51,80.64,26.52,37.45
2016-10-03,215.78,123.82,125.32,136.81,79.18,26.21,37.71
2016-10-04,214.68,123.21,120.97,135.21,78.04,25.13,37.29
2016-10-05,215.63,123.95,120.78,134.58,76.53,25.59,37.83
2016-10-06,215.78,123.82,119.66,133.83,76.66,25.54,37.86
2016-10-07,215.04,122.83,119.74,133.92,76.55,25.67,37.69
2016-10-10,216.16,124.3,120.16,133.13,77.0,25.7,38.1
2016-10-11,213.43,122.03,119.55,132.83,76.23,24.95,37.22
2016-10-12,213.71,121.93,119.74,132.96,77.26,25.15,37.15
2016-10-13,213.01,120.92,120.03,133.46,77.69,24.68,36.82
2016-10-14,213.12,120.43,119.36,131.59,77.43,24.43,36.88
2016-10-17,212.38,120.29,119.68,132.43,77.53,24.86,36.84
2016-10-18,213.71,120.98,120.42,132.86,78.06,25.32,37.49
2016-10-19,214.28,121.49,121.11,132.97,78.39,25.88,37.72
2016-10-20,213.88,121.13,120.74,133.11,78.09,25.93,37.61
2016-10-21,213.98,121.07,120.83,133.31,77.99,25.78,37.6
2016-10-24,214.89,121.84,120.56,132.73,78.2,25.66,37.76
2016-10-25,214.17,120.93,121.47,133.08,78.05,25.71,37.8
2016-10-26,213.74,119.73,120.79,132.18,77.14,25.62,37.4
2016-10-27,213.17,118.36,121.01,130.74,75.37,24.95,37.08
2016-10-28,212.54,118.03,121.58,130.45,75.52,25.02,36.93
2016-10-31,212.55,118.5,121.94,131.25,76.64,25.47,37.14
